theme,post_text,label
bowie,RT @dark_shark: Words cannot express: RIP David Bowie https://t.co/g40zLWl3qq https://t.co/R94E6LMw9C,1
bowie,"#DavidBowie He felt like a bud, one of the gang. So sad 4 family. Another very real reminder...life, so precious https://t.co/aRD75XyGTC",1
bowie,RIP #DavidBowie you were a true media  #innovator https://t.co/QjDxCd9DzF,1
bowie,"RT @NetworkISA: ""The years really do speed by. Life really is as short as they tell you it is."" - David Bowie. #mondaymotivation https://t.…",1
bowie,"RT @slicingeyeballs: David Bowie, Jan. 8, 1947 — Jan. 10, 2016 https://t.co/DgRE18H9kl https://t.co/WAuTGueC75",1
bowie,RT @HotNewHipHop: RIP David Bowie 🙏 https://t.co/xdj2wzSi22,1
bowie,Glad we get to keep the music #RIPDavidBowie https://t.co/gL9oUrywpj,1
bowie,"RT @MusicaNeo: After 18-month battle with cancer, David Bowie dies at 69, leaving exceptional music legacy https://t.co/EAN57Fp9DK https://…",1
bowie,R.I.P. #DavidBowie He died peacefully today surrounded by his family after a courageous 18 month battle with cancer. https://t.co/o1kWSFVzLu,1
bowie,"David Bowie and Catherine Deneuve at the Neptune Diner in Astoria, New York, 1982.\nPhoto by Jean-Claude Deutsch https://t.co/eFAikdnTaH",1
bowie,David Bowie and Catherine Deneuve https://t.co/JgibqKw9pi,1
bowie,RT @NJBlackwood: https://t.co/BIgpw90bL2,1
bowie,RT @JulieMG: Bowie et Deneuve &lt;3 https://t.co/zKL8FMmFBN,1
bowie,RT @GiveMeAstoria: David Bowie and Catherine Deneuve relaxing at the Neptune diner in Astoria 1982.\nRIP Bowie\nImage: @QueensGazette https:/…,1
bowie,RT @Dischivolanti: David Bowie e Catherine Deneuve. https://t.co/NXe54zkjzn,1
bowie,"RT @PhotosHistos: David Bowie et Catherine Deneuve, The Hunger, 1982 #histoire #cinema #musique #RIPDavidBowie https://t.co/GPVBHRbZ8r",1
bowie,"RT @MovingImageNYC: Too good not to pass on (via @QueensGazette) #DavidBowie &amp; Catherine Deneuve at the Neptune diner in #Astoria, 1982 htt…",1
bowie,"RT @eyeglassesofky: David Bowie and Catherine Deneuve at the Neptune Diner in Astoria, New York, 1982.\nPhoto by Jean-Claude Deutsch https:/…",1
bowie,"RT @MovingImageNYC: Too good not to pass on (via @QueensGazette) #DavidBowie &amp; Catherine Deneuve at the Neptune diner in #Astoria, 1982 htt…",1
bowie,RT @GiveMeAstoria: David Bowie and Catherine Deneuve relaxing at the Neptune diner in Astoria 1982.\nRIP Bowie\nImage: @QueensGazette https:/…,1
bowie,"Catherine #Deneuve &amp; David #Bowie - The Hunger, 1983.\nThe dead lovers.\n\nhttps://t.co/3blJLsa6Fw\n\nCC @Gislebert https://t.co/f53XPCPaLU",1
bowie,David Bowie and Catherine Deneuve relaxing at the Neptune diner in Astoria 1982.\nRIP Bowie\nImage: @QueensGazette https://t.co/yj17tlsWcw,1
bowie,"David Bowie e Catherine Deneuve em foto promocional de Fome de Viver (The Hunger, 1983, dir. Tony Scott). https://t.co/MiILc3bynn",1
bowie,RT @uniFrance: #DavidBowie &amp; #CatherineDeneuve making #TheHunger. Infinite sadness at #UniFrance. https://t.co/QApv6spgKG,1
bowie,"RT @MenschOhneMusil: Catherine Deneuve &amp; David Bowie: "" The Hunger "" . https://t.co/jI8TTB7ITT",1
bowie,RT @uniFrance: #DavidBowie &amp; #CatherineDeneuve making #TheHunger. Infinite sadness at #UniFrance. https://t.co/QApv6spgKG,1
bowie,RT @HubertNathalie: RT @mirkamartinelli: David Bowie &amp; Catherine Deneuve. \n1982.\n\nBy David Bailey. https://t.co/G9f8xRxieS @mvoinchet,1
bowie,"RT @ocineclube: David Bowie e Catherine Deneuve em foto promocional de Fome de Viver (The Hunger, 1983, dir. Tony Scott). https://t.co/MiIL…",1
bowie,"RT @ArtLify: Remembering...\n#DavidBowie Actor,\n\nDavid Bowie and Catherine Deneuve\n""The Hunger""\nDirected by Tony Scott\n1983 https://t.co/Gzs…",1
