theme,post_text,label
not,RT @cassandrajar: “@photojournalism: Beautiful sight from Paris by Thibault Camus—@AP_Images http://t.co/xSU3q0YoFy”,1
not,RT @toby_regbo: Humanity. http://t.co/VLkIQ1ao0B,1
not,Humanity. http://t.co/VLkIQ1ao0B,1
not,Sending love and prayers to all my friends in Paris.  #JeSuisCharlie http://t.co/5FSHQXhk8w,1
not,RT @SMorvanSmith: Meilleure photo publiée du rassemblement à Paris #CharlieHebdo #NotAfraid #NotInMyName http://t.co/krBIT2RW3i,1
not,"RT @ABC: ""NOT AFRAID"" - Thousands in France gather to a send message after Charlie Hebdo attack: http://t.co/pW0gJPkL0n http://t.co/hpVmjiA…",1
not,RT @nytvideo: Parisians discussed what the shooting could mean for France and its large Muslim population http://t.co/hMUpzNT2yM http://t.c…,1
not,"RT @Sara__Firth: Powerful Image, Beautiful Message. #Paris. Not Afraid. Photo Thibault Camus @AP_Images http://t.co/adVgvRFh1Q",1
not,"RT @Sara__Firth: Powerful Image, Beautiful Message. #Paris. Not Afraid. Photo Thibault Camus @AP_Images http://t.co/adVgvRFh1Q",1
not,"RT @TIME: Parisians hold vigil for dead in ""Charlie Hebdo"" attack. Photo: @AP_Images http://t.co/jc2szuariD http://t.co/2mk8ar9Y9s",1
not,RT @L1LDebbie: THIS  #JeSuisCharlie 💔 http://t.co/fUdSzy948g,1
not,http://t.co/wwUG0Jz9fg,1
not,"RT @vittoriozucconi: Nessun fanatico, nessun esaltato, nessun assassino, nessun piazzista di odio spegnerà mai la luce nella Ville Lumière …",1
not,RT @OldFarmTruck: Thousands Of French People Protest Islamic Terror No Looting Respecting Public &amp; Private Prop\n#TCOT http://t.co/kRkemKWw7…,1
not,RT @Earth_Post: Thoughts and prayers with all in Paris today. Stay Strong! http://t.co/bqr8NiNEHl,1
not,RT @Bipartisanism: There is nothing more beautiful than when us humans come together to fight hate.  #ParisShooting #CharlieHedbo http://t.…,1
not,RT @Kon__K: Brilliant. \n\nParis right now. \n\nFreedom of speech cannot be silenced.\n\n#CharlieHebdo #jesusischarlie Photo via @AP http://t.co/…,1
not,RT @TheRyanAdams: #JeSuisCharlie http://t.co/n2vu6SsUwW,1
not,"RT @vittoriozucconi: Nessun fanatico, nessun esaltato, nessun assassino, nessun piazzista di odio spegnerà mai la luce nella Ville Lumière …",1
not,A #Parigi in piazza per la #libertà! #NotAfraid #JeSuisCharlie http://t.co/MNn4rCiGrE,1
not,RT @LDN: Paris last night #CharlieHebdo http://t.co/A0dFfVeXgO http://t.co/U9KRpunDiW,1
not,RT @mark_carrigan: Genuinely inspiring http://t.co/9CEwsmw4ij” #JeSuisCharlie,1
not,RT @mark_carrigan: Genuinely inspiring http://t.co/9CEwsmw4ij” #JeSuisCharlie,1
not,RT @rahafharfoush: We are not afraid #Republique #JeSuisCharlie http://t.co/3pze6p7vCi,1
not,RT @rahafharfoush: We are not afraid #Republique #JeSuisCharlie http://t.co/3pze6p7vCi,1
